step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,weighted_resource_diff,weighted_network_diff,weighted_security_diff,best_weighted_q_resource,best_weighted_q_network,best_weighted_q_security,alt_weighted_q_resource,alt_weighted_q_network,alt_weighted_q_security,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
4556,EUPG,MORL_vec,MORL_RDX,3,3,5,1,"Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 5: better on Network, worse on Resource, Security. Per-component: Resource: loses 0.647 weighted; Network: gains 1.131 weighted; Security: loses 0.222 weighted.",-0.6474976,1.1307588,-0.22247316,117.478386,81.835686,-490.2003,118.12588,80.704926,-489.9778,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,18.0,98.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976072072982788,5.15234375,12931.19921875,0.030084064230322838,0.191162109375,0.0819789320230484,0.0,43.85714340209961,0.0,862.1428833007812,0.0,0.0,7.0
4557,EUPG,MORL_vec,MORL_RDX,6,3,3,0,Action 6 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 6 is better on all objectives. Per-component: Resource: gains 5.034 weighted; Network: gains 7.242 weighted; Security: gains 5.304 weighted.,5.033887,7.2419405,5.304199,115.5483,85.293335,-493.53604,110.51442,78.05139,-498.84024,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976072072982788,5.15234375,12934.17578125,0.003368377685546875,0.003986358642578125,0.0819789320230484,0.0,43.71428680419922,0.0,862.1428833007812,0.0,0.0,7.0
4558,EUPG,MORL_vec,MORL_RDX,1,3,3,0,Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on all objectives. Per-component: Resource: gains 1.730 weighted; Network: gains 1.270 weighted; Security: gains 0.411 weighted.,1.7299194,1.2696259,0.4109253,118.28454,85.20831,-493.935,116.55462,83.93869,-494.34592,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,24.0,194.625,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976072072982788,5.15234375,12937.15234375,0.0302407406270504,0.191650390625,0.0819789320230484,0.0,43.71428680419922,0.0,862.0,1.0,0.0,7.0
4559,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Resource, Network, worse on Security. Per-component: Resource: gains 0.898 weighted; Network: gains 0.093 weighted; Security: loses 1.140 weighted.",0.8979126,0.0927887,-1.1395752,117.21166,83.28694,-496.20236,116.31374,83.19415,-495.06277,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976072072982788,5.15234375,12940.12890625,0.010210310108959675,0.053314208984375,0.0819789320230484,0.0,43.71428680419922,0.0,862.0,0.0,0.0,7.0
4560,EUPG,MORL_vec,MORL_RDX,3,3,2,1,"Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 2: better on Security, worse on Resource, Network. Per-component: Resource: loses 1.813 weighted; Network: loses 3.765 weighted; Security: gains 0.235 weighted.",-1.8134521,-3.764676,0.23481447,117.04772,84.14799,-495.34512,118.86117,87.91267,-495.57996,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976072072982788,5.15234375,12943.10546875,0.0032746451906859875,0.0037174224853515625,0.0819789320230484,0.0,43.57143020629883,0.0,862.0,0.0,0.0,7.0
4561,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Resource, Network, worse on Security. Per-component: Resource: gains 0.528 weighted; Network: gains 1.918 weighted; Security: loses 0.510 weighted.",0.52785647,1.9183686,-0.51009524,109.70658,79.23852,-502.0416,109.17873,77.32015,-501.5315,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976072072982788,5.15234375,12946.08203125,0.0032544818241149187,0.0036602020263671875,0.0819789320230484,0.0,43.42856979370117,0.0,862.0,1.0,0.0,7.0
4562,EUPG,MORL_vec,MORL_RDX,10,3,3,0,"Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is better on Network, worse on Resource, Security. Per-component: Resource: loses 2.510 weighted; Network: gains 0.657 weighted; Security: loses 2.864 weighted.",-2.5098388,0.6566254,-2.8640993,110.06,80.60011,-501.9984,112.56984,79.94348,-499.1343,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976351022720337,5.15234375,12949.05859375,0.029912402853369713,0.190673828125,0.0819789320230484,0.0,43.42856979370117,0.0,862.0,2.0,0.0,7.0
4563,EUPG,MORL_vec,MORL_RDX,10,3,3,0,Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is worse on all objectives. Per-component: Resource: loses 9.153 weighted; Network: loses 5.155 weighted; Security: loses 6.855 weighted.,-9.152905,-5.155417,-6.854517,108.806145,79.9481,-502.5865,117.959045,85.103516,-495.73196,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976351022720337,5.15234375,12952.03515625,0.029996871948242188,0.1910400390625,0.0819789320230484,0.0,43.42856979370117,0.0,862.0,3.0,0.0,7.0
4564,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is worse on all objectives. Per-component: Resource: loses 13.237 weighted; Network: loses 9.952 weighted; Security: loses 9.108 weighted.,-13.237159,-9.95153,-9.108069,104.82733,76.37636,-505.64935,118.06449,86.32789,-496.5413,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976351022720337,5.15234375,12955.01171875,0.0033501216676086187,0.00362396240234375,0.0819789320230484,0.0,43.42856979370117,0.0,862.0,4.0,0.0,7.0
4565,EUPG,MORL_vec,MORL_RDX,9,3,3,0,Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is worse on all objectives. Per-component: Resource: loses 12.613 weighted; Network: loses 7.960 weighted; Security: loses 6.818 weighted.,-12.61322,-7.9600434,-6.8176026,105.37319,79.28631,-504.33826,117.98641,87.24635,-497.52066,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.976351022720337,5.15234375,12957.98828125,0.003475189208984375,0.0037860870361328125,0.0819789320230484,0.0,43.42856979370117,0.0,862.0,5.0,0.0,7.0
4566,EUPG,MORL_vec,MORL_RDX,5,3,3,0,"Action 5 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 5 is better on Resource, worse on Network, Security. Per-component: Resource: gains 0.216 weighted; Network: loses 1.422 weighted; Security: loses 0.569 weighted.",0.21589355,-1.4218231,-0.5688721,118.08512,86.45409,-499.6188,117.869225,87.87591,-499.04996,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9766299724578857,5.15234375,12960.96484375,0.003435679944232106,0.00391387939453125,0.0819789320230484,0.0,43.42856979370117,0.0,862.0,0.0,0.0,7.0
4567,EUPG,MORL_vec,MORL_RDX,10,3,3,0,Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is worse on all objectives. Per-component: Resource: loses 6.445 weighted; Network: loses 9.154 weighted; Security: loses 5.898 weighted.,-6.4447875,-9.153854,-5.8976808,111.37533,79.51453,-507.16843,117.82012,88.66838,-501.27075,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9766299724578857,5.15234375,12963.94140625,0.0034264156129211187,0.00403594970703125,0.0819789320230484,0.0,43.28571319580078,0.0,862.0,1.0,0.0,7.0
4568,EUPG,MORL_vec,MORL_RDX,9,3,3,0,Action 9 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 9 is worse on all objectives. Per-component: Resource: loses 8.158 weighted; Network: loses 5.912 weighted; Security: loses 5.983 weighted.,-8.158313,-5.9118166,-5.9826417,109.19802,80.60815,-508.90952,117.35634,86.519966,-502.92688,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9766299724578857,5.15234375,12966.91796875,0.030292510986328125,0.1912841796875,0.0819789320230484,0.0,43.28571319580078,0.0,862.0,2.0,0.0,7.0
4569,EUPG,MORL_vec,MORL_RDX,1,3,3,0,"Action 1 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 1 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.449 weighted; Network: gains 1.187 weighted; Security: gains 0.931 weighted.",-0.44940186,1.1871552,0.93076175,116.99695,86.09958,-501.4575,117.44635,84.91243,-502.38824,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9766299724578857,5.15234375,12969.89453125,0.003272737842053175,0.0037994384765625,0.0819789320230484,0.0,43.28571319580078,0.0,862.0,3.0,0.0,7.0
4570,EUPG,MORL_vec,MORL_RDX,5,3,3,0,"Action 5 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 5 is better on Network, worse on Resource, Security. Per-component: Resource: loses 0.419 weighted; Network: gains 1.538 weighted; Security: loses 0.371 weighted.",-0.4190918,1.5381776,-0.37053224,117.26037,84.66522,-498.4774,117.67946,83.127045,-498.10684,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9766299724578857,5.15234375,12972.87109375,0.0032228741329163313,0.003673553466796875,0.0819789320230484,0.0,43.28571319580078,0.0,862.0,0.0,0.0,7.0
4571,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Network, worse on Resource, Security. Per-component: Resource: loses 0.258 weighted; Network: gains 1.104 weighted; Security: loses 0.326 weighted.",-0.2584961,1.1039886,-0.32647705,117.73069,83.960205,-493.28458,117.98919,82.85622,-492.9581,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409606,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9771881103515625,5.15625,12975.849609375,0.0033408573362976313,0.003875732421875,0.0819789320230484,0.0,43.14285659790039,0.0,862.0,0.0,0.0,7.0
4572,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is worse on all objectives. Per-component: Resource: loses 5.032 weighted; Network: loses 1.651 weighted; Security: loses 5.050 weighted.,-5.031995,-1.6514374,-5.0496097,105.76552,75.08667,-498.3775,110.79751,76.738106,-493.3279,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,18.0,184.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9777462482452393,5.15625,12978.828125,0.0034067970700562,0.003757476806640625,0.0819789320230484,0.0,43.14285659790039,0.0,861.8571166992188,1.0,0.0,7.0
4573,EUPG,MORL_vec,MORL_RDX,0,3,3,0,Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is worse on all objectives. Per-component: Resource: loses 4.901 weighted; Network: loses 4.233 weighted; Security: loses 3.630 weighted.,-4.900562,-4.2333894,-3.6296265,109.97408,75.59751,-489.27646,114.87465,79.8309,-485.64685,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.978025197982788,5.15625,12981.806640625,0.03714343532919884,0.1907958984375,0.0819789320230484,0.0,43.14285659790039,0.0,861.8571166992188,2.0,0.0,7.0
4574,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is worse on all objectives. Per-component: Resource: loses 10.805 weighted; Network: loses 8.848 weighted; Security: loses 8.905 weighted.,-10.804664,-8.847927,-8.904822,102.45715,70.4079,-492.6514,113.26182,79.25582,-483.74658,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.978025197982788,5.15625,12984.78515625,0.0033397674560546875,0.003753662109375,0.0819789320230484,0.0,43.14285659790039,0.0,861.8571166992188,3.0,0.0,7.0
4575,EUPG,MORL_vec,MORL_RDX,0,3,3,0,Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is worse on all objectives. Per-component: Resource: loses 2.431 weighted; Network: loses 4.298 weighted; Security: loses 3.061 weighted.,-2.4313843,-4.298282,-3.0610476,109.972404,74.885124,-487.4402,112.403786,79.1834,-484.37912,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.978025197982788,5.15625,12987.763671875,0.0032967159058898687,0.003772735595703125,0.0819789320230484,0.0,43.14285659790039,0.0,861.8571166992188,4.0,0.0,7.0
4576,EUPG,MORL_vec,MORL_RDX,11,3,3,0,Action 11 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 11 is worse on all objectives. Per-component: Resource: loses 10.281 weighted; Network: loses 10.224 weighted; Security: loses 7.537 weighted.,-10.281036,-10.224216,-7.536548,102.13863,69.50054,-494.35025,112.41967,79.724754,-486.8137,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.978025197982788,5.15625,12990.7421875,0.0033915382809937,0.003726959228515625,0.0819789320230484,0.0,43.14285659790039,0.0,861.8571166992188,5.0,0.0,7.0
4577,EUPG,MORL_vec,MORL_RDX,2,3,3,0,"Action 2 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 2 is better on Resource, Security, worse on Network. Per-component: Resource: gains 1.629 weighted; Network: loses 3.290 weighted; Security: gains 3.223 weighted.",1.6294922,-3.2904603,3.222583,114.61477,76.79529,-485.8595,112.98528,80.08575,-489.0821,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9788622856140137,5.15625,12993.720703125,0.0034694671630859375,0.003681182861328125,0.0819789320230484,0.0,43.14285659790039,0.0,861.8571166992188,0.0,0.0,7.0
4578,EUPG,MORL_vec,MORL_RDX,10,3,3,0,Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is worse on all objectives. Per-component: Resource: loses 6.843 weighted; Network: loses 10.007 weighted; Security: loses 2.671 weighted.,-6.842859,-10.0069475,-2.671399,108.07157,71.84203,-492.94186,114.91443,81.84898,-490.27048,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9777462482452393,5.15625,12996.69921875,0.0033716473262757063,0.0040130615234375,0.0819789320230484,0.0,43.14285659790039,0.0,861.7142944335938,1.0,0.0,7.0
4579,EUPG,MORL_vec,MORL_RDX,7,3,3,0,"Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on Security, worse on Resource, Network. Per-component: Resource: loses 0.025 weighted; Network: loses 5.412 weighted; Security: gains 2.176 weighted.",-0.025,-5.4115634,2.1762085,114.93959,75.142525,-486.36066,114.96459,80.554085,-488.53687,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,105.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9777462482452393,5.15625,12999.67578125,0.0033623832277953625,0.00384521484375,0.0819789320230484,0.0,43.14285659790039,0.0,861.7142944335938,0.0,0.0,7.0
4580,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Resource, Security, worse on Network. Per-component: Resource: gains 1.526 weighted; Network: loses 0.372 weighted; Security: gains 2.036 weighted.",1.5260376,-0.3720703,2.0356202,116.980484,79.71014,-485.94626,115.454445,80.08221,-487.98187,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9771881103515625,5.15625,13002.65234375,0.0033694675657898188,0.0036334991455078125,0.0819789320230484,0.0,43.0,0.0,861.7142944335938,0.0,0.0,7.0
4581,EUPG,MORL_vec,MORL_RDX,7,3,3,0,Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on all objectives. Per-component: Resource: gains 4.673 weighted; Network: gains 4.637 weighted; Security: gains 4.309 weighted.,4.672693,4.6370454,4.309241,113.26565,76.79399,-486.89825,108.59296,72.156944,-491.2075,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,192.625,18.0,98.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9771881103515625,5.15625,13005.62890625,0.03728130832314491,0.19140625,0.0819789320230484,0.0,43.0,0.0,861.5714111328125,0.0,0.0,7.0
4582,EUPG,MORL_vec,MORL_RDX,4,3,3,0,"Action 4 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 4 is better on Network, Security, worse on Resource. Per-component: Resource: loses 0.636 weighted; Network: gains 0.126 weighted; Security: gains 1.821 weighted.",-0.636084,0.12594453,1.8206178,113.71145,76.56491,-482.89093,114.347534,76.438965,-484.71155,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,18.0,98.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9771881103515625,5.15625,13008.60546875,0.010385786183178425,0.05352783203125,0.0819789320230484,0.0,42.85714340209961,0.0,861.5714111328125,0.0,0.0,7.0
4583,EUPG,MORL_vec,MORL_RDX,3,3,2,1,Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 2: lower Q on all objectives vs next-best. Per-component: Resource: loses 7.850 weighted; Network: loses 7.801 weighted; Security: loses 6.228 weighted.,-7.8500247,-7.8014607,-6.227564,107.16894,70.53973,-486.1871,115.01896,78.34119,-479.95956,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,18.0,184.5,18.0,98.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9774670600891113,5.15625,13011.58203125,0.0032547542359679937,0.003574371337890625,0.0819789320230484,0.0,42.85714340209961,0.0,861.4285888671875,1.0,0.0,7.0
4584,EUPG,MORL_vec,MORL_RDX,10,3,3,0,Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is worse on all objectives. Per-component: Resource: loses 6.218 weighted; Network: loses 3.496 weighted; Security: loses 5.889 weighted.,-6.2183595,-3.4960282,-5.889185,105.15725,70.21828,-487.1029,111.37561,73.7143,-481.2137,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9774670600891113,5.15625,13014.55859375,0.037306103855371475,0.1907958984375,0.0819789320230484,0.0,42.85714340209961,0.0,861.4285888671875,2.0,0.0,7.0
4585,EUPG,MORL_vec,MORL_RDX,3,3,2,1,"Action 3 was executed and matches the highest-probability action (action 3). Compared to next-best action 2: better on Security, worse on Resource, Network. Per-component: Resource: loses 3.141 weighted; Network: loses 3.144 weighted; Security: gains 0.132 weighted.",-3.1410034,-3.1437287,0.13183594,111.78992,74.64847,-481.58997,114.93092,77.7922,-481.7218,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,22.0,107.0,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9774670600891113,5.15625,13017.53515625,0.0033449444454163313,0.0039215087890625,0.0819789320230484,0.0,42.85714340209961,0.0,861.4285888671875,0.0,0.0,7.0
4586,EUPG,MORL_vec,MORL_RDX,7,3,3,0,Action 7 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 7 is better on all objectives. Per-component: Resource: gains 8.407 weighted; Network: gains 7.692 weighted; Security: gains 3.411 weighted.,8.406921,7.692389,3.4105592,115.26485,79.20189,-484.30997,106.857925,71.5095,-487.72052,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,20.0,186.5,20.0,104.9375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.9774670600891113,5.15625,13020.513671875,0.0034299578983336687,0.0038204193115234375,0.0819789320230484,0.0,42.71428680419922,0.0,861.4285888671875,0.0,0.0,7.0
4587,EUPG,MORL_vec,MORL_RDX,10,3,3,0,Action 10 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 10 is worse on all objectives. Per-component: Resource: loses 9.848 weighted; Network: loses 8.645 weighted; Security: loses 7.302 weighted.,-9.848352,-8.645174,-7.3016973,105.423546,70.34372,-492.41632,115.271904,78.98889,-485.11462,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,22.0,188.5,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.978025197982788,5.16015625,13023.4921875,0.03006417490541935,0.191162109375,0.0819789320230484,0.0,42.57143020629883,0.0,861.4285888671875,1.0,0.0,7.0
4588,EUPG,MORL_vec,MORL_RDX,0,3,3,0,Action 0 was executed via stochastic sampling; the highest-probability action (action 3) was not chosen. Relative to the highest-probability action: action 0 is worse on all objectives. Per-component: Resource: loses 5.077 weighted; Network: loses 4.348 weighted; Security: loses 6.190 weighted.,-5.0769534,-4.348499,-6.190064,111.57537,75.376915,-494.0023,116.65232,79.72542,-487.81223,0.058949,0.117362,0.084581,0.141107,0.081386,0.049042,0.123218,0.059817,0.106206,0.057671,0.031885,0.088776,0.141107,3,2.409605,26.0,196.625,16.0,96.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.978304147720337,5.16015625,13026.470703125,0.03020368330180645,0.19140625,0.0819789320230484,0.0,42.57143020629883,0.0,861.4285888671875,2.0,0.0,7.0
