step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,best_q,alt_q,delta
55,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -50.6872. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-35.508541107177734,15.178681373596191,-50.68722152709961
56,A2C,A2C_Q,SingleObjective_PolicyBased,6,6,2,1,"Action 6 was executed and matches the highest-logit action (action 6). TD-trained Q-value vs next-best action 2: -78.7179. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",16.015661239624023,94.73355865478516,-78.7178955078125
57,A2C,A2C_Q,SingleObjective_PolicyBased,5,6,6,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 6): -64.1435. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-47.62044143676758,16.5230655670166,-64.14350891113281
58,A2C,A2C_Q,SingleObjective_PolicyBased,7,6,6,0,"Action 7 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 7 vs highest-logit action (action 6): -29.3921. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-11.63415241241455,17.757970809936523,-29.39212417602539
59,A2C,A2C_Q,SingleObjective_PolicyBased,10,6,6,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 6): -54.1274. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-36.17881774902344,17.948589324951172,-54.12740707397461
60,A2C,A2C_Q,SingleObjective_PolicyBased,0,6,6,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 6) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 6): -39.7682. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-21.473480224609375,18.294673919677734,-39.76815414428711
61,A2C,A2C_Q,SingleObjective_PolicyBased,0,1,1,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 1): -31.6341. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-22.12350845336914,9.510583877563477,-31.634092330932617
62,A2C,A2C_Q,SingleObjective_PolicyBased,2,1,1,0,"Action 2 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 2 vs highest-logit action (action 1): +84.5996. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",94.1479263305664,9.54830551147461,84.59962463378906
63,A2C,A2C_Q,SingleObjective_PolicyBased,6,1,1,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 1): +6.7694. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",18.72886085510254,11.959465980529785,6.769394874572754
64,A2C,A2C_Q,SingleObjective_PolicyBased,10,1,1,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 1): -48.1660. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-36.036094665527344,12.129936218261719,-48.16603088378906
65,A2C,A2C_Q,SingleObjective_PolicyBased,9,1,1,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 1): -27.0932. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-13.50107192993164,13.592096328735352,-27.093168258666992
66,A2C,A2C_Q,SingleObjective_PolicyBased,11,1,1,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 1): -12.2464. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-0.8241881728172302,11.422186851501465,-12.24637508392334
67,A2C,A2C_Q,SingleObjective_PolicyBased,8,1,1,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 1): -13.7747. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-1.4024012088775635,12.372259140014648,-13.774660110473633
68,A2C,A2C_Q,SingleObjective_PolicyBased,6,1,1,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 1): +6.6934. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",19.280004501342773,12.586599349975586,6.6934051513671875
69,A2C,A2C_Q,SingleObjective_PolicyBased,3,1,1,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 1): +22.1325. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",34.19570541381836,12.063247680664062,22.132457733154297
70,A2C,A2C_Q,SingleObjective_PolicyBased,1,1,2,1,"Action 1 was executed and matches the highest-logit action (action 1). TD-trained Q-value vs next-best action 2: -83.9823. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",9.869308471679688,93.85157012939453,-83.98226165771484
71,A2C,A2C_Q,SingleObjective_PolicyBased,6,1,1,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 1): +8.7260. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",19.948179244995117,11.222160339355469,8.726018905639648
72,A2C,A2C_Q,SingleObjective_PolicyBased,11,1,1,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 1): -13.5430. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-2.1670639514923096,11.375903129577637,-13.542966842651367
73,A2C,A2C_Q,SingleObjective_PolicyBased,6,1,1,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 1): +9.5858. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",20.084232330322266,10.498394966125488,9.585837364196777
74,A2C,A2C_Q,SingleObjective_PolicyBased,0,1,1,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 1): -32.5710. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-22.055891036987305,10.515142440795898,-32.5710334777832
75,A2C,A2C_Q,SingleObjective_PolicyBased,4,1,1,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 1): -14.2567. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-4.577264308929443,9.679429054260254,-14.256692886352539
76,A2C,A2C_Q,SingleObjective_PolicyBased,8,1,1,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 1): -11.5649. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-1.7354085445404053,9.829520225524902,-11.564929008483887
77,A2C,A2C_Q,SingleObjective_PolicyBased,8,1,1,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 1) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 1): -12.9770. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-0.9563000202178955,12.020670890808105,-12.976970672607422
